chr,pos,ensg,enst,ense,genID,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,n_exones_en_pos
chr1,10971075,ENSG00000177535,ENST00000641613,ENSE00003812191,OR2B11,90.306,196,18,1,1812,2007,1638,1832,6.230000000000003e-66,255.0,3
chr1,21803754,ENSG00000177535,ENST00000641527,ENSE00003812593,OR2B11,90.769,195,16,2,946,1139,3094,2901,6.42e-67,259.0,3
chr2,128082398,ENSG00000184698,ENST00000641529,ENSE00003813655,OR51M1,94.301,193,10,1,783,974,1336,1144,6.35e-78,294.0,2
chr7,9051326,ENSG00000197532,ENST00000641282,ENSE00003814067,OR6Y1,90.244,205,17,3,755,957,2810,2607,3.3899999999999996e-68,265.0,2
chr9,65585250,ENSG00000197532,ENST00000641622,ENSE00003812714,OR6Y1,91.209,182,15,1,401,582,4236,4056,1.06e-63,246.0,2
chr1,12847090,ENSG00000197532,ENST00000641622,ENSE00003812714,OR6Y1,91.146,192,16,1,62,253,4236,4046,1.16e-66,259.0,2
chr12,118295133,ENSG00000127530,ENST00000601611,ENSE00003190413,OR7C1,90.306,196,18,1,1,195,3051,2856,3.01e-66,255.0,2
chr4,119796374,ENSG00000228336,ENST00000446393,ENSE00001785519,OR9H1P,94.764,191,10,0,461,651,4087,3897,3.24e-79,298.0,2
chr13,103643872,ENSG00000228336,ENST00000446393,ENSE00001785519,OR9H1P,93.897,213,13,0,811,1023,4800,4588,3.06e-86,322.0,2
chrX,42905346,ENSG00000228336,ENST00000446393,ENSE00001785519,OR9H1P,95.385,195,8,1,14,207,4467,4273,3.7999999999999996e-82,309.0,2
chr9,115321587,ENSG00000228336,ENST00000446393,ENSE00001785519,OR9H1P,91.781,219,14,2,942,1157,4485,4702,4.52e-80,302.0,2
chr7,113871177,ENSG00000228336,ENST00000446393,ENSE00001785519,OR9H1P,93.035,201,14,0,308,508,4800,4600,6.39e-78,294.0,2
chr9,43190108,ENSG00000228336,ENST00000446393,ENSE00001785519,OR9H1P,92.925,212,15,0,22,233,4589,4800,2.3299999999999998e-82,309.0,2
chr9,65585250,ENSG00000228336,ENST00000641506,ENSE00003811961,OR9H1P,92.718,206,15,0,11,216,3370,3575,2.88e-79,298.0,2
chr8,84962072,ENSG00000228336,ENST00000446393,ENSE00001785519,OR9H1P,92.929,198,12,2,348,543,4278,4475,1.1700000000000001e-75,287.0,2
chr6,46342557,ENSG00000228336,ENST00000641506,ENSE00003811961,OR9H1P,95.455,198,8,1,9,205,3958,3761,1.25e-83,315.0,2
chr14,71866991,ENSG00000228336,ENST00000641506,ENSE00003811961,OR9H1P,94.444,180,10,0,815,994,4288,4109,1.4000000000000002e-72,278.0,2
chr22,10743395,ENSG00000228336,ENST00000446393,ENSE00001785519,OR9H1P,93.607,219,14,0,2264,2482,4582,4800,2.12e-87,327.0,2
chr13,61160362,ENSG00000115947,ENST00000540442;ENST00000535373;ENST00000536575;ENST00000264169,ENSE00000827200,ORC4,97.143,210,6,0,1,210,4352,4143,3.93e-96,355.0,2
chr14_GL000225v1_random,109472,ENSG00000115947,ENST00000392857,ENSE00001888522,ORC4,92.965,199,13,1,198,396,4645,4842,2.27e-76,289.0,2
chrUn_KI270519v1,46332,ENSG00000115947,ENST00000392857,ENSE00001888522,ORC4,95.455,198,8,1,1152,1348,4142,3945,6.78e-84,315.0,2
chr11,15358698,ENSG00000115947,ENST00000540442;ENST00000535373;ENST00000536575;ENST00000264169,ENSE00000827200,ORC4,97.101,207,6,0,12,218,4349,4143,2.18e-94,350.0,2
chr4,119796374,ENSG00000115947,ENST00000540442;ENST00000535373;ENST00000536575;ENST00000264169,ENSE00000827200,ORC4,96.875,192,6,0,460,651,4282,4473,1.92e-86,322.0,2
chr7,97745310,ENSG00000115947,ENST00000392857,ENSE00001888522,ORC4,94.118,204,12,0,488,691,4638,4841,4.56e-83,311.0,2
chr15,50897103,ENSG00000115947,ENST00000392857,ENSE00001888522,ORC4,98.565,209,3,0,8,216,4351,4143,1.08e-100,370.0,2
chr9,65585250,ENSG00000115947,ENST00000540442;ENST00000535373;ENST00000536575;ENST00000264169,ENSE00000827200,ORC4,96.098,205,8,0,14,218,4485,4281,2.2e-90,335.0,2
chr8,57072050,ENSG00000156500,ENST00000642481,ENSE00003817761,PABIR3,96.172,209,7,1,7,214,209,1,4.86e-91,340.0,3
chr3,155309425,ENSG00000070756,ENST00000519622,ENSE00002101235,PABPC1,94.419,215,12,0,2763,2977,215,1,1.82e-88,331.0,2
chr5,43541207,ENSG00000090621,ENST00000513632,ENSE00002162957,PABPC4,91.667,216,15,3,1,213,218,433,1.63e-78,296.0,2
chr3,11599600,ENSG00000090621,ENST00000677548;ENST00000679246;ENST00000678287;ENST00000678894,ENSE00003906735,PABPC4,91.705,217,18,0,1,217,748,964,2.1900000000000002e-80,302.0,2
chr12,131871548,ENSG00000007168,ENST00000675574,ENSE00003900013,PAFAH1B1,91.038,212,18,1,581,791,1042,1253,3.11e-75,285.0,2
chr19,1327912,ENSG00000007168,ENST00000571495,ENSE00002655078,PAFAH1B1,92.157,204,15,1,1,204,1257,1055,7.11e-76,287.0,2
chr3,155814056,ENSG00000007168,ENST00000675574,ENSE00003900013,PAFAH1B1,94.811,212,10,1,1,211,1253,1042,1.4000000000000002e-88,329.0,2
chr12,49611687,ENSG00000007168,ENST00000571495,ENSE00002655078,PAFAH1B1,94.595,185,9,1,1,185,1164,1347,2.91e-75,285.0,2
chr21,25880076,ENSG00000007168,ENST00000571495,ENSE00002655078,PAFAH1B1,92.237,219,17,0,289,507,1054,1272,3.21e-83,311.0,2
chr3,11599600,ENSG00000007168,ENST00000675574,ENSE00003900013,PAFAH1B1,96.059,203,8,0,15,217,1244,1042,2.79e-89,331.0,2
chr7,105511135,ENSG00000007168,ENST00000571495,ENSE00002655078,PAFAH1B1,90.816,196,17,1,1,196,1249,1055,4.49e-68,261.0,2
chr2,128082398,ENSG00000007168,ENST00000571495,ENSE00002655078,PAFAH1B1,93.717,191,11,1,784,974,1353,1164,3.82e-75,285.0,2
chr5,43541207,ENSG00000007168,ENST00000675574,ENSE00003900013,PAFAH1B1,92.593,216,13,2,1,213,1257,1042,7.519999999999997e-82,307.0,2
chr1,85154441,ENSG00000007168,ENST00000675574,ENSE00003900013,PAFAH1B1,90.374,187,15,3,310,493,1160,1346,1.2e-62,243.0,2
chr6,97238860,ENSG00000007168,ENST00000675574,ENSE00003900013,PAFAH1B1,94.521,219,11,1,281,499,1042,1259,5.2e-91,337.0,2
chr3,152893522,ENSG00000007168,ENST00000571495,ENSE00002655078,PAFAH1B1,92.424,198,14,1,1,197,1155,1352,7.45e-74,281.0,2
chr14,21260117,ENSG00000007168,ENST00000571495,ENSE00002655078,PAFAH1B1,92.386,197,15,0,569,765,1056,1252,3.8599999999999995e-74,281.0,2
chr22,37529117,ENSG00000007168,ENST00000675574,ENSE00003900013,PAFAH1B1,95.0,220,11,0,371,590,1032,1251,1.04e-93,346.0,2
chr16,433137,ENSG00000007168,ENST00000675574,ENSE00003900013,PAFAH1B1,90.769,195,17,1,1,194,1236,1042,1.73e-67,259.0,2
chrX,15267555,ENSG00000007168,ENST00000675574,ENSE00003900013,PAFAH1B1,92.973,185,13,0,32,216,1156,1340,9.44e-71,270.0,2
chr12,118295133,ENSG00000100767,ENST00000340738,ENSE00002532033,PAPLN,90.769,195,17,1,1,194,890,1084,2.3299999999999997e-67,259.0,5
chr12,131871548,ENSG00000238197,ENST00000660366,ENSE00003863556,PAXBP1-AS1,91.244,217,17,2,581,796,1209,994,5.17e-78,294.0,8
chr3,152893522,ENSG00000238197,ENST00000653345,ENSE00003880641,PAXBP1-AS1,91.192,193,15,2,1,192,847,656,9.7e-68,261.0,8
chr2,128082398,ENSG00000238197,ENST00000691027,ENSE00004223723,PAXBP1-AS1,95.082,183,7,2,794,975,1179,1360,1.06e-75,287.0,8
chr3,11599600,ENSG00000238197,ENST00000655758,ENSE00003887675,PAXBP1-AS1,92.166,217,16,1,1,217,1234,1449,1.69e-81,305.0,8
chr22,20075553,ENSG00000238197,ENST00000655758,ENSE00003887675,PAXBP1-AS1,90.233,215,19,2,1,214,1371,1158,1.5400000000000003e-73,279.0,8
chr2,135833532,ENSG00000238197,ENST00000458479,ENSE00001724672,PAXBP1-AS1,90.141,213,20,1,1,213,1221,1432,9.5e-72,276.0,8
chr17,75431292,ENSG00000238197,ENST00000458479,ENSE00001724672,PAXBP1-AS1,91.943,211,16,1,482,692,1174,1383,4.48e-78,294.0,8
chr12,118295133,ENSG00000225937,ENST00000642205;ENST00000665558,ENSE00003818906,PCA3,92.386,197,13,2,1,195,226,30,1.79e-73,279.0,2
chr21,25880076,ENSG00000253438,ENST00000643742,ENSE00003827466,PCAT1,91.324,219,14,2,290,508,483,696,3.23e-78,294.0,3
chr22,37529117,ENSG00000293616,ENST00000628757,ENSE00003765623,PCBP1-AS1,94.521,219,12,0,380,598,279,61,1.75e-91,339.0,2
chr14,21260117,ENSG00000293616,ENST00000628757,ENSE00003765623,PCBP1-AS1,92.347,196,15,0,569,764,277,82,1.3900000000000002e-73,279.0,2
chr3,48499782,ENSG00000293616,ENST00000655096,ENSE00003876869,PCBP1-AS1,91.444,187,15,1,477,663,9,194,2.02e-66,255.0,2
chr3,174762375,ENSG00000099715,ENST00000622698,ENSE00003735495,PCDH11Y,91.705,217,17,1,2280,2495,911,695,3.54e-79,300.0,2
chr3,11599600,ENSG00000099715,ENST00000333703,ENSE00001602875,PCDH11Y,92.627,217,16,0,1,217,834,618,1.01e-83,313.0,2
chr22,37529117,ENSG00000099715,ENST00000333703,ENSE00001602875,PCDH11Y,94.495,218,12,0,381,598,618,835,6.279999999999997e-91,337.0,2
chr3,12563712,ENSG00000099715,ENST00000622698,ENSE00003735495,PCDH11Y,90.0,220,21,1,780,999,911,693,1.41e-74,283.0,2
chr17,75431292,ENSG00000099715,ENST00000622698,ENSE00003735495,PCDH11Y,93.81,210,13,0,483,692,876,667,9.56e-85,316.0,2
chrX,15267555,ENSG00000099715,ENST00000333703,ENSE00001602875,PCDH11Y,90.0,210,11,2,1,210,711,910,1.5799999999999994e-68,263.0,2
chr19,1327912,ENSG00000099715,ENST00000333703,ENSE00001602875,PCDH11Y,90.865,208,18,1,1,208,820,614,4.28e-73,278.0,2
chr16,433137,ENSG00000099715,ENST00000622698,ENSE00003735495,PCDH11Y,90.256,195,18,1,1,194,812,618,8.07e-66,254.0,2
chr5,179594578,ENSG00000099715,ENST00000622698,ENSE00003735495,PCDH11Y,91.282,195,15,2,1,193,717,911,8.28e-69,265.0,2
chr21,25880076,ENSG00000099715,ENST00000622698,ENSE00003735495,PCDH11Y,91.324,219,19,0,290,508,618,836,6.94e-80,300.0,2
chr9,42343511,ENSG00000099715,ENST00000622698,ENSE00003735495,PCDH11Y,90.256,195,18,1,1,194,717,911,2.79e-65,254.0,2
chr3,155814056,ENSG00000099715,ENST00000622698,ENSE00003735495,PCDH11Y,91.509,212,17,1,1,211,829,618,6.6000000000000006e-77,291.0,2
chr6,97238860,ENSG00000099715,ENST00000622698,ENSE00003735495,PCDH11Y,92.727,220,15,1,281,500,618,836,6.780000000000001e-85,316.0,2
chr19,36195648,ENSG00000180628,ENST00000336126,ENSE00001403390,PCGF5,91.351,185,14,2,1,184,4129,3946,1.1700000000000001e-64,252.0,2
chr2,179065484,ENSG00000115539,ENST00000264254;ENST00000718278,ENSE00000771916,PDCL3,100.0,209,0,0,416,624,1,209,1.0700000000000001e-105,387.0,2
chr1,10971075,ENSG00000105650,ENST00000262805,ENSE00003978159,PDE4C,90.909,198,17,1,1810,2007,1738,1934,1.0399999999999999e-68,265.0,2
chr19,49169391,ENSG00000132915,ENST00000255266,ENSE00003491729,PDE6A,91.878,197,15,1,1,196,2040,1844,2.38e-71,274.0,3
chr1,21803754,ENSG00000132915,ENST00000613228,ENSE00003735922,PDE6A,90.155,193,18,1,948,1139,2144,1952,3.86e-64,250.0,3
chr11,66598463,ENSG00000132915,ENST00000508173,ENSE00003645144,PDE6A,90.0,220,22,0,553,772,1858,2077,3.02e-75,285.0,3
chr12,118295133,ENSG00000167004,ENST00000687167,ENSE00003937127,PDIA3,90.722,194,16,2,3,195,497,689,8.38e-67,257.0,3
chr7,105511135,ENSG00000197563,ENST00000638591,ENSE00003807850,PIGN,90.863,197,16,2,1,197,660,466,1.25e-68,263.0,2
chr16,30124000,ENSG00000197563,ENST00000586566,ENSE00002764009,PIGN,90.187,214,21,0,1,214,1733,1946,3.5500000000000005e-73,279.0,2
chrY,11334655,ENSG00000250159,ENST00000661977,ENSE00003878917,PKD2L2-DT,98.895,181,2,0,9,189,1874,1694,4.75e-87,324.0,2
chr11,112213885,ENSG00000250159,ENST00000514616,ENSE00004054912,PKD2L2-DT,97.608,209,5,0,1081,1289,1692,1900,2.9500000000000003e-97,359.0,2
chr22,37529117,ENSG00000182378,ENST00000399012,ENSE00001489377,PLCXD1,90.741,216,16,3,378,590,3780,3566,2.31e-75,285.0,2
chr22,37529117,ENSG00000292344,ENST00000711179,ENSE00004014846,PLCXD1,90.741,216,16,3,378,590,3780,3566,2.31e-75,285.0,2
chr12,131871548,ENSG00000115762,ENST00000439822,ENSE00001742170,PLEKHB2,90.566,212,19,1,586,796,886,1097,1.45e-73,279.0,4
chr3,155814056,ENSG00000115762,ENST00000403716,ENSE00001642111,PLEKHB2,91.038,212,18,1,1,211,1092,881,3.07e-75,285.0,5
chr14,21260117,ENSG00000173846,ENST00000461769,ENSE00001836624,PLK3,93.367,196,13,0,569,764,176,371,6.4200000000000004e-77,291.0,2
chr22,37529117,ENSG00000173846,ENST00000493100,ENSE00001933045,PLK3,95.413,218,9,1,381,598,204,420,1.04e-93,346.0,2
chr19,1327912,ENSG00000173846,ENST00000461769,ENSE00001836624,PLK3,91.837,196,15,1,9,204,369,175,1.99e-71,272.0,2
chr2,128082398,ENSG00000173846,ENST00000493100,ENSE00001933045,PLK3,92.308,195,11,3,783,974,506,313,8.27e-72,274.0,2
chr19,36195648,ENSG00000122512,ENST00000699831,ENSE00003977690,PMS2,91.71,193,16,0,1,193,297,489,1.16e-69,268.0,2
chr10,101728712,ENSG00000108439,ENST00000641856,ENSE00003813772,PNPO,90.148,203,16,2,223,423,991,1191,3.6199999999999996e-68,261.0,2
chr1,16736081,ENSG00000138035,ENST00000415374,ENSE00001305643,PNPT1,90.052,191,19,0,7047,7237,1,191,3.8300000000000003e-63,248.0,2
chrX,9388955,ENSG00000178202,ENST00000530529,ENSE00002154419,POGLUT3,91.089,202,18,0,5,206,1662,1863,6.66e-72,274.0,2
chr14,21260117,ENSG00000014138,ENST00000706535,ENSE00003996092,POLA2,92.424,198,15,0,569,766,829,632,1.07e-74,283.0,2
chr10,96439188,ENSG00000014138,ENST00000706535,ENSE00003996092,POLA2,92.344,209,16,0,3,211,622,830,5.900000000000001e-79,298.0,2
chr17,8409324,ENSG00000085998,ENST00000485714,ENSE00001945468,POMGNT1,93.782,193,12,0,1543,1735,1881,2073,3.63e-76,291.0,2
chr3,155814056,ENSG00000085998,ENST00000685775,ENSE00003936278,POMGNT1,93.333,180,12,0,238,417,1883,2062,1.11e-69,267.0,7
chr2,128082398,ENSG00000085998,ENST00000692169,ENSE00003925542,POMGNT1,91.837,196,15,1,779,973,596,401,2.97e-71,272.0,7
chr1,23277357,ENSG00000085998,ENST00000485714,ENSE00001945468,POMGNT1,91.795,195,15,1,4357,4551,1880,2073,5.1900000000000006e-70,270.0,2
chr9,125814025,ENSG00000085998,ENST00000485714,ENSE00001945468,POMGNT1,92.784,194,13,1,707,900,2073,1881,9.72e-73,279.0,2
chr2,27304386,ENSG00000085998,ENST00000685775,ENSE00003936278,POMGNT1,91.935,186,15,0,157,342,2062,1877,4.9299999999999994e-68,261.0,2
chr8,47981073,ENSG00000085998,ENST00000685775,ENSE00003936278,POMGNT1,91.803,183,15,0,151,333,1880,2062,1.6000000000000002e-66,255.0,2
chr8,30740454,ENSG00000085998,ENST00000685775,ENSE00003936278,POMGNT1,91.209,182,16,0,1023,1204,2062,1881,8.130000000000001e-64,248.0,2
chr12,124999872,ENSG00000085998,ENST00000485714,ENSE00001945468,POMGNT1,93.299,194,13,0,1162,1355,2073,1880,2.71e-75,287.0,2
chr16_KI270728v1_random,1786999,ENSG00000085998,ENST00000485714,ENSE00001945468,POMGNT1,92.821,195,13,1,1443,1636,1881,2075,1.67e-73,281.0,2
chr11,47429079,ENSG00000085998,ENST00000685775,ENSE00003936278,POMGNT1,96.721,183,5,1,107,289,1881,2062,9.7e-81,303.0,2
chr7,47652446,ENSG00000085998,ENST00000692599,ENSE00003927222,POMGNT1,91.16,181,16,0,42,222,469,289,1.24e-63,246.0,7
chr21,29118188,ENSG00000085998,ENST00000685775,ENSE00003936278,POMGNT1,91.713,181,14,1,1661,1840,1882,2062,4.5700000000000006e-64,250.0,2
chr22,20503709,ENSG00000085998,ENST00000485714,ENSE00001945468,POMGNT1,91.237,194,16,1,152,345,1881,2073,8.01e-68,263.0,2
chr5,69222008,ENSG00000085998,ENST00000685775,ENSE00003936278,POMGNT1,94.565,184,9,1,2173,2355,2062,1879,4.500000000000001e-74,283.0,2
chr1,10971075,ENSG00000204531,ENST00000513407,ENSE00002033137,POU5F1,90.404,198,19,0,1810,2007,783,586,1.34e-67,261.0,2
chr12,118295133,ENSG00000156194,ENST00000511880,ENSE00002068323,PPEF2,90.576,191,17,1,6,195,654,844,3.9e-65,252.0,2
chrX,15267555,ENSG00000185250,ENST00000521072,ENSE00003701651,PPIL6,90.05,201,19,1,32,232,1817,1618,2.04e-67,259.0,2
chr3,12563712,ENSG00000077157,ENST00000391959,ENSE00003708282,PPP1R12B,90.566,212,19,1,785,996,2419,2209,1.82e-73,279.0,2
chr3,174762375,ENSG00000077157,ENST00000608999,ENSE00003846276,PPP1R12B,90.995,211,18,1,2285,2494,2419,2209,3.5599999999999996e-74,283.0,2
chr1,85154441,ENSG00000077157,ENST00000608999,ENSE00003846276,PPP1R12B,90.155,193,17,2,310,500,2249,2441,7.17e-65,250.0,2
chr10,96439188,ENSG00000077157,ENST00000391959,ENSE00003708282,PPP1R12B,90.0,200,20,0,1,200,2341,2142,2.7799999999999998e-67,259.0,2
chr14,21260117,ENSG00000173281,ENST00000519699,ENSE00002131899,PPP1R3B,94.444,198,10,1,569,765,1822,2019,8.25e-81,303.0,2
chr3,75519823,ENSG00000285343,ENST00000644687,ENSE00003819598,PPP1R3B,90.5,200,18,1,1162,1360,1821,2020,2.53e-68,263.0,2
chr3,75519823,ENSG00000173281,ENST00000310455,ENSE00001184339,PPP1R3B,90.5,200,18,1,1162,1360,1821,2020,2.53e-68,263.0,2
chr14,21260117,ENSG00000285343,ENST00000644687,ENSE00003819598,PPP1R3B,94.444,198,10,1,569,765,1822,2019,8.25e-81,303.0,2
chr1,85154441,ENSG00000285236,ENST00000648785;ENST00000649223,ENSE00003840493,PPP1R3B-DT,90.608,181,15,2,305,483,299,119,1.55e-61,239.0,2
chr1,85154441,ENSG00000248538,ENST00000649004;ENST00000649600,ENSE00003838149,PPP1R3B-DT,90.608,181,15,2,305,483,299,119,1.55e-61,239.0,5
chr3,152893522,ENSG00000221817,ENST00000442133,ENSE00004276052,PPP3CB-AS1,91.5,200,15,2,3,200,887,1086,1.25e-71,274.0,3
chr12,11393319,ENSG00000282673,ENST00000622081,ENSE00003754195,PRB1,93.81,210,10,2,348,554,444,235,9.79e-84,313.0,3
chr12,11393319,ENSG00000251655,ENST00000240636,ENSE00002034275,PRB1,93.81,210,10,2,348,554,800,591,9.79e-84,313.0,3
chr12,11393319,ENSG00000275517,ENST00000628976,ENSE00003717520,PRB1,94.149,188,11,0,162,349,188,1,5.93e-76,287.0,2
chr19,38774746,ENSG00000167595,ENST00000646935,ENSE00004282545,PROSER3,93.607,219,13,1,311,529,1182,965,2.02e-87,326.0,3
chr8,57072050,ENSG00000163704,ENST00000707136,ENSE00003998302,PRRT3,95.676,185,7,1,7,190,185,1,1.07e-77,296.0,2
chr1,23277272,ENSG00000125637,ENST00000245796,ENSE00000856891,PSD4,91.589,214,17,1,7255,7467,6600,6387,4.95e-77,294.0,2
chrX,48672720,ENSG00000125637,ENST00000245796,ENSE00000856891,PSD4,90.323,217,21,0,2,218,4250,4466,2.64e-75,285.0,2
chr2,128082398,ENSG00000125637,ENST00000441564,ENSE00001645662,PSD4,92.228,193,14,1,783,974,6298,6490,2.97e-71,272.0,2
chr19,38774746,ENSG00000125637,ENST00000245796,ENSE00000856891,PSD4,94.064,219,11,1,311,529,6579,6363,4.3499999999999994e-89,331.0,2
chr3,48499782,ENSG00000106588,ENST00000411875,ENSE00001761083,PSMA2,91.351,185,15,1,477,660,2821,3005,2.61e-65,252.0,2
chr3,11599600,ENSG00000146733,ENST00000395471,ENSE00001521802,PSPH,95.074,203,10,0,15,217,420,622,6.0500000000000006e-86,320.0,2
chr21,25880076,ENSG00000146733,ENST00000275605,ENSE00001195711,PSPH,90.909,220,20,0,289,508,623,404,8.980000000000001e-79,296.0,2
chr11,66598463,ENSG00000267060,ENST00000424284,ENSE00001695961,PTGES3L,91.781,219,18,0,552,770,929,711,2.32e-81,305.0,3
chr3,155814056,ENSG00000241472,ENST00000462497,ENSE00001822401,PTPRG-AS1,90.094,212,19,2,1,211,67,277,6.650000000000003e-72,274.0,18
chr3,47784344,ENSG00000241472,ENST00000817083,ENSE00004220498,PTPRG-AS1,90.783,217,19,1,1,217,219,4,2.51e-75,289.0,17
chr9,65585250,ENSG00000250337,ENST00000711045,ENSE00004014362,PURPL,95.122,205,10,0,14,218,6751,6547,4.75e-87,324.0,9
chr14_GL000225v1_random,109472,ENSG00000250337,ENST00000710970,ENSE00004014260,PURPL,90.61,213,19,1,198,410,3095,3306,3.81e-74,281.0,9
chr4,119796374,ENSG00000250337,ENST00000710970,ENSE00004014260,PURPL,96.875,192,6,0,460,651,2732,2923,1.92e-86,322.0,9
chr2,128082398,ENSG00000011478,ENST00000677542,ENSE00003908290,QPCTL,93.923,181,10,1,794,974,437,616,2.97e-71,272.0,5
chr18,48671983,ENSG00000197291,ENST00000592670,ENSE00002860389,RAMP2-AS1,91.743,218,17,1,3986,4202,2448,2231,1.68e-79,302.0,3
chr19,27867848,ENSG00000224687,ENST00000768002,ENSE00004128086,RASAL2-AS1,90.547,201,18,1,17,217,1711,1910,3.78e-69,265.0,2
chr2,128082398,ENSG00000089682,ENST00000372479,ENSE00001457910,RBM41,90.196,204,19,1,772,975,12381,12179,4.98e-69,265.0,2
chr9,65585250,ENSG00000162924,ENST00000394479,ENSE00003975925,REL,96.585,205,7,0,14,218,7714,7510,4.72e-92,340.0,2
chr7,97745310,ENSG00000162924,ENST00000394479,ENSE00003975925,REL,94.089,203,10,1,488,690,7867,8067,5.9e-82,307.0,2
chr4,119796374,ENSG00000162924,ENST00000295025,ENSE00001817621,REL,97.396,192,5,0,460,651,7511,7702,4.13e-88,327.0,2
chr9,115321587,ENSG00000162924,ENST00000394479,ENSE00003975925,REL,97.706,218,5,0,940,1157,6999,7216,2.62e-102,375.0,2
chr15,74216609,ENSG00000129667,ENST00000587640,ENSE00002735080,RHBDF2,90.411,219,18,2,1,216,1046,828,7.31e-75,285.0,2
chr15,74216609,ENSG00000183145,ENST00000329553,ENSE00003500060,RIPPLY3,90.323,217,19,1,1,215,893,1109,2.63e-74,283.0,2
chrX,9388955,ENSG00000245149,ENST00000669597,ENSE00003859051,RNF139-DT,91.919,198,15,1,1,198,1644,1448,1.8500000000000002e-72,276.0,2
chr3,152893522,ENSG00000013561,ENST00000394520,ENSE00001813515,RNF14,91.089,202,17,1,1,202,1780,1980,4.48e-71,272.0,2
chr19,1327912,ENSG00000013561,ENST00000356143;ENST00000394519;ENST00000347642,ENSE00002226980,RNF14,90.64,203,18,1,1,203,1882,1681,2.58e-70,268.0,2
chr3,11599600,ENSG00000013561,ENST00000394520,ENSE00001813515,RNF14,93.564,202,13,0,15,216,1882,1681,2.1900000000000002e-80,302.0,2
chr17,75194495,ENSG00000013561,ENST00000356143;ENST00000394519;ENST00000347642,ENSE00002226980,RNF14,91.584,202,15,2,433,633,1933,1733,4.1e-73,278.0,2
chr6,97238860,ENSG00000013561,ENST00000394520,ENSE00001813515,RNF14,92.823,209,14,1,292,500,1691,1898,1.9000000000000002e-80,302.0,2
chr6,97238860,ENSG00000141576,ENST00000319945,ENSE00001319393,RNF157,91.818,220,17,1,281,500,748,966,1.4699999999999994e-81,305.0,3
chr22,37529117,ENSG00000141576,ENST00000269391,ENSE00001907496,RNF157,94.037,218,13,0,381,598,748,965,2.9200000000000007e-89,331.0,3
chr15,20293212,ENSG00000158286,ENST00000496676,ENSE00001844921,RNF207,90.196,204,17,2,1,201,334,537,8.31e-68,263.0,2
chrX,15267555,ENSG00000236548,ENST00000803613,ENSE00004194215,RNF217-AS1,90.783,217,16,1,1,217,354,566,9.38e-76,287.0,2
chr10,96439188,ENSG00000179859,ENST00000635932,ENSE00003794776,RNF227,91.509,212,17,1,1,211,1937,2148,9.860000000000001e-77,291.0,2
chr19,1327912,ENSG00000179859,ENST00000635932,ENSE00003794776,RNF227,92.683,205,15,0,1,205,1945,2149,1.18e-78,296.0,2
chr2,128082398,ENSG00000179859,ENST00000635932,ENSE00003794776,RNF227,92.67,191,12,2,784,973,1849,2038,8.27e-72,274.0,2
chr19,1327912,ENSG00000181852,ENST00000345093,ENSE00001274827,RNF41,90.148,203,19,1,1,203,2997,2796,1.2e-68,263.0,2
chr21,25880076,ENSG00000181852,ENST00000345093,ENSE00001274827,RNF41,91.284,218,19,0,291,508,2796,3013,2.5000000000000003e-79,298.0,2
chr14,21260117,ENSG00000181852,ENST00000345093,ENSE00001274827,RNF41,91.96,199,16,0,567,765,2794,2992,1.3900000000000002e-73,279.0,2
chr16,433137,ENSG00000181852,ENST00000345093,ENSE00001274827,RNF41,90.206,194,18,1,1,193,2989,2796,2.9000000000000002e-65,252.0,2
chr1,23277272,ENSG00000181852,ENST00000345093,ENSE00001274827,RNF41,91.981,212,16,1,7256,7467,2796,3006,1.3800000000000001e-77,296.0,2
chr3,152893522,ENSG00000181852,ENST00000615206,ENSE00003739331,RNF41,90.148,203,20,0,1,203,2895,3097,7.499999999999999e-69,265.0,2
chr3,172691863,ENSG00000181852,ENST00000615206,ENSE00003739331,RNF41,90.816,196,16,2,824,1017,2796,2991,6.729999999999998e-68,261.0,2
chr2,135833532,ENSG00000181852,ENST00000615206,ENSE00003739331,RNF41,90.094,212,21,0,1,212,3007,2796,9.5e-72,276.0,2
chr3,155814056,ENSG00000181852,ENST00000345093,ENSE00001274827,RNF41,92.891,211,14,1,1,210,3006,2796,2.36e-81,305.0,2
chr5,43541207,ENSG00000181852,ENST00000615206,ENSE00003739331,RNF41,91.038,212,16,3,4,212,3007,2796,1.27e-74,283.0,2
chr7,105511135,ENSG00000181852,ENST00000345093,ENSE00001274827,RNF41,90.256,195,18,1,1,195,2989,2796,7.51e-66,254.0,2
chr12,118295133,ENSG00000156313,ENST00000642170,ENSE00003830243,RPGR,90.306,196,18,1,2,196,74,269,3.01e-66,255.0,2
chr1,94957481,ENSG00000116251,ENST00000234875,ENSE00001263346,RPL22,100.0,202,0,0,38,239,202,1,4.01e-102,374.0,3
chr2,242176509,ENSG00000293106,ENST00000416673,ENSE00004192736,RPL23AP7,95.028,181,8,1,655,835,974,1153,1.17e-74,283.0,3
chr2,242176341,ENSG00000293106,ENST00000416673,ENSE00004192736,RPL23AP7,95.522,201,9,0,1,201,1546,1746,2.21e-86,322.0,3
chr12,118295133,ENSG00000146223,ENST00000493763,ENSE00001934591,RPL7L1,91.244,217,15,4,2,216,1251,1037,2.3e-77,292.0,2
